age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,comparison,Compare left alignment and right alignment in Word tables.,Left alignment aligns content to the left of the cell; right alignment aligns content to the right of the cell.,"Explain left alignment.,  Explain right alignment.,  Highlight visual difference in the table cell."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,analysis,Why should you use table styles instead of manually coloring each row?,"Table styles provide consistency, save time, and allow easy modifications to the entire table design.","Explain table style purpose.,  Highlight time-saving advantage.,  Mention consistency benefit."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,problem_solving,A table’s text is cut off because the row is too small. How do you fix it?,Increase the row height or enable text wrapping within the cells.,"Select the row.,  Increase row height manually or via Table Properties.,  Enable text wrapping if needed."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is a table style?,"A table style is a pre-defined set of formatting options for tables, including colors, borders, and fonts.","Go to Table Design tab.,  Look at pre-defined styles.,  Apply style to the table."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which tab contains options for merging or splitting table cells?,Layout tab under Table Tools,"Select the table.,  Go to Layout tab.,  Use Merge or Split Cells options."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,You want to create a numbered list that has sub-levels. What should you do?,Use Home > Numbering > Define New Multilevel List and set levels for headings and sub-items.,"Select items for the list.,  Go to Home > Numbering > Multilevel List.,  Assign levels for sub-items."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How do you apply a specific color to alternate rows in a table?,"Select the table, go to Table Design tab, and choose a style with banded rows.","Select table.,  Go to Table Design tab.,  Pick a banded row style."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,comparison,Compare vertical alignment and horizontal alignment in table cells.,"Vertical alignment arranges content at top, middle, or bottom of a cell; horizontal alignment arranges content left, center, or right.","Explain vertical alignment.,  Explain horizontal alignment.,  Highlight differences."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,analysis,Why is it useful to apply consistent heading styles across a long document?,"It ensures uniform formatting, enables automatic Table of Contents creation, and simplifies document updates.","Explain consistency benefit.,  Highlight TOC advantage.,  Mention easy updates."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,problem_solving,Text in a header overlaps with document content. How can you fix it?,Reduce header height or adjust top margin in Layout > Margins.,"Go to Layout > Margins.,  Adjust top margin.,  Reduce header size if needed."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is a caption for a table or figure?,"A caption is a descriptive title for a table or figure, used for reference and clarity.","Select the table or figure.,  Insert caption above or below.,  Type descriptive title."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which tab contains page orientation options?,Layout tab,"Go to Layout tab.,  Locate Orientation option.,  Choose Portrait or Landscape."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,How can you insert a table quickly with default style?,Go to Insert > Table and drag to select rows and columns.,"Go to Insert tab.,  Click Table.,  Drag to select size and insert."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you adjust spacing before and after a paragraph?,"Select paragraph, go to Layout > Spacing, and modify Before and After values.","Select paragraph.,  Open Layout tab.,  Adjust spacing values."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is a header in a Word document?,"A header is the section at the top of each page where you can add text, page numbers, or other content that repeats on every page.","Identify location of the header.,  Explain what content can go in a header.,  Mention that it repeats on all pages."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which tab allows you to add page numbers?,Insert tab,"Open Word document.,  Click Insert tab.,  Select Page Number and choose position."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,true_false,"True or False: You can apply bold, italic, or underline formatting to table text.",True,"Select text in the table.,  Use Home tab formatting options.,  Confirm formatting applied."
