age_month,domain,parent_learning_goal,skill_name,why_it_matters,how_to_teach,parent_dos,parent_donts,parent_tip
31-33,feeding,Encourage positive behavior at the table.,Modeling table manners consistently,Children imitate observed behaviors.,Demonstrate simple manners during meals.,['Model behavior'],['Expect perfection'],Modeling teaches best.
31-33,sleep,Handle bedtime resistance calmly.,Repeating bedtime expectations without escalation,Calm repetition reinforces limits.,Restate bedtime rules in the same calm words.,['Repeat calmly'],['Argue at bedtime'],Consistency wins.
31-33,behavior,Support emotional recovery after frustration.,Guiding calm-down after upset,Recovery skills support emotional regulation.,Sit together and breathe slowly after upset.,['Stay present'],['Lecture immediately'],Recovery matters.
31-33,feeding,Support balanced food choices during family meals.,Reducing sugar snacks through substitution,Lower sugar intake supports stable energy and oral health.,Replace sugary snacks with fruit or homemade options.,['Offer healthier swaps'],['Ban foods abruptly'],Gradual change sticks.
31-33,sleep,Reinforce predictable bedtime behavior.,Using the same bedtime sequence nightly,Repeated sequences cue the body for sleep.,Follow identical steps each night before bed.,['Keep sequence fixed'],['Add new steps often'],"Same order, calmer nights."
31-33,hygiene,Increase cooperation during potty routines.,Inviting potty sitting without pressure,Pressure-free exposure supports readiness.,Invite sitting at routine times without expectations.,['Stay relaxed'],['Demand results'],Comfort comes first.
31-33,hygiene,Strengthen brushing consistency.,Linking tooth brushing to daily routines,Routine links increase habit strength.,Brush teeth immediately after the same daily activity.,['Anchor to routine'],['Brush randomly'],Anchors build habits.
31-33,behavior,Reduce escalation during emotional moments.,Lowering stimulation when frustration rises,Reduced input helps calm overwhelmed children.,Dim lights and reduce noise during distress.,['Create calm space'],['Add stimulation'],"Less input, more calm."
31-33,language,Encourage richer storytelling attempts.,Asking open-ended story questions,Open questions expand expressive language.,Ask what happened next during story play.,['Ask open questions'],['Correct structure'],Ideas matter more than form.
31-33,cognitive,Support pattern recognition.,Matching shapes in different orientations,Flexible matching builds spatial thinking.,Rotate shapes while matching during play.,['Vary orientation'],['Expect speed'],Flexibility builds thinking.
31-33,motor,Improve coordination during active play.,Catching larger objects first,Larger objects are easier to track and catch.,"Use soft, large balls during play.",['Start big'],['Begin with small objects'],Size supports success.
31-33,social,Encourage cooperation with peers.,Guiding turn-taking in group play,Turn-taking builds early cooperation skills.,Narrate turns during shared activities.,['Narrate calmly'],['Force sharing'],Guidance beats force.
31-33,safety,Reinforce personal safety rules calmly.,Practicing check-in with trusted adults,Check-ins support safe decision-making.,Practice asking permission before going with others.,['Practice calmly'],['Create fear'],Practice builds safety.
31-33,feeding,Increase the child’s active engagement during meals.,Inviting the child to help with meal setup,Participation increases interest in eating and responsibility.,Ask the child to place napkins or utensils on the table.,['Invite participation'],['Rush setup alone'],Involvement builds interest.
31-33,sleep,Support smoother bedtime cooperation.,Giving advance notice before bedtime,Advance notice reduces resistance to transitions.,Give a 5-minute verbal reminder before bedtime starts.,['Warn calmly'],['Announce suddenly'],Preparation reduces pushback.
31-33,hygiene,Encourage ownership of hygiene routines.,Letting the child initiate tooth brushing,Initiation builds autonomy and cooperation.,Hand the toothbrush and invite the child to start.,['Invite initiative'],['Take over immediately'],Starting matters.
31-33,behavior,Strengthen positive behavior patterns.,Acknowledging effort instead of outcomes,Effort-based praise builds resilience.,"Comment on trying, not just success.",['Praise effort'],['Praise only results'],Effort fuels growth.
31-33,language,Support vocabulary expansion through play.,Introducing descriptive words during activities,Descriptors deepen expressive language.,"Use words like big, soft, fast during play.",['Describe actions'],['Overcorrect speech'],Description grows language.
31-33,cognitive,Improve attention and task focus.,Completing one activity before starting another,Completion strengthens attention and persistence.,Encourage finishing a puzzle before switching.,['Encourage finishing'],['Interrupt frequently'],Finish to build focus.
31-33,motor,Refine hand–eye coordination.,Throwing objects toward a target,Target play improves motor planning.,Use a basket or box as a target.,['Keep targets close'],['Increase distance too fast'],Accuracy before distance.
31-33,social,Support cooperation in shared play.,Encouraging simple joint activities,Joint play builds early teamwork skills.,Suggest building or drawing together.,['Guide lightly'],['Control play'],Togetherness builds skills.
31-33,safety,Reinforce awareness of safe adults.,Identifying trusted caregivers,Knowing safe adults supports personal safety.,Name trusted adults during conversations.,['Repeat names'],['Introduce fear'],Clarity builds safety.
31-33,independence,Build responsibility through daily habits.,Putting toys away after use,Routine cleanup builds responsibility.,Guide the child to return toys to their place.,['Guide gently'],['Do it for them'],Habits form through repetition.
31-33,parent self-care & stress management,Sustain calm during extended supervision periods.,Managing fatigue from constant supervision,Fatigue reduces patience and decision quality.,Rotate focused supervision with brief recovery moments.,['Acknowledge fatigue'],['Ignore exhaustion'],Rest protects responsiveness.
31-33,parent self-care & stress management,Prevent frustration from escalating over the day.,Releasing built-up frustration safely,Unreleased frustration leads to reactive responses.,"Use short walks, stretching, or deep breathing.",['Release tension'],['Suppress emotions'],Release resets patience.
31-33,"parental teamwork, planning & consistency",Keep parenting responses aligned during busy days.,Reconfirming plans when routines shift,Quick alignment prevents mixed messages.,Check in briefly when plans change.,['Communicate quickly'],['Assume alignment'],Quick check-ins prevent drift.
31-33,"parental teamwork, planning & consistency",Strengthen shared commitment to parenting goals.,Reflecting on shared goals regularly,Shared reflection maintains long-term consistency.,Discuss one shared goal during calm moments.,['Reflect together'],['Postpone alignment'],Shared goals guide decisions.
