age_month,stage_name,development_goal,domain,skill,activity_idea
1,Awareness And Connection Stage,Encourage soothing through voice.,emotional_social,Calms when parent hums or sings,Hum a soft tune near baby during diaper change or feeding.
1,Awareness And Connection Stage,Strengthen social engagement.,emotional_social,Shows brief excitement with caregiver interaction,Wave hands or gently bounce baby while talking softly.
1,Awareness And Connection Stage,Build early attachment through consistency.,emotional_social,Recognizes familiar caregiver routines,Perform feeding or rocking routines consistently and note recognition.
1,Awareness And Connection Stage,Encourage early positive response to gentle play.,emotional_social,Smiles or coos briefly during gentle play,Play peek-a-boo or slowly move hands near baby’s face.
1,Awareness And Connection Stage,Foster emotional regulation.,emotional_social,Becomes calm after brief distress,"Offer gentle rocking, soothing voice, or a soft touch when baby is fussy."
1,Awareness And Connection Stage,Encourage visual engagement with high-contrast objects.,montessori_creative,Focuses briefly on high-contrast hanging mobile,Hang a black-and-white mobile above the crib and let baby watch for a few seconds.
1,Awareness And Connection Stage,Stimulate auditory curiosity.,montessori_creative,Turns head toward soft rattle sounds,Shake a soft rattle gently near baby’s ear and observe response.
1,Awareness And Connection Stage,Encourage tactile exploration.,montessori_creative,"Touches different textures (soft cloth, silky scarf)",Place a soft cloth and a silk scarf near baby’s hands during play.
1,Awareness And Connection Stage,Introduce early pattern recognition.,montessori_creative,Observes simple black-and-white card patterns,Show black-and-white cards one at a time at baby’s eye level.
1,Awareness And Connection Stage,Encourage auditory-motor coordination.,montessori_creative,Moves arms or legs in response to gentle music,Play soft lullabies while lightly moving baby’s arms or legs.
1,Awareness And Connection Stage,Support sensory exploration through visual contrast.,montessori_creative,Follows slow-moving contrasting objects with eyes,Move a black-and-white ball slowly in front of baby’s eyes.
1,Awareness And Connection Stage,Promote early auditory recognition.,montessori_creative,Recognizes soft familiar sounds like lullabies,Sing the same gentle lullaby during daily routines.
1,Awareness And Connection Stage,Encourage hand-eye awareness.,montessori_creative,Reaches toward hanging soft toy briefly,Place a soft plush toy within easy reach during supervised tummy time.
1,Awareness And Connection Stage,Introduce early musical exposure.,montessori_creative,Turns head toward gentle chime or bell,Ring a soft bell slowly near baby and watch the response.
1,Awareness And Connection Stage,Encourage sensory bonding through rhythmic movement.,montessori_creative,Responds to gentle swaying or rocking,Hold baby and gently sway to soft music while maintaining eye contact.
1,Awareness And Connection Stage,Encourage visual exploration of patterns.,montessori_creative,Observes black-and-white striped objects,Show striped cards or soft toys while speaking softly to baby.
1,Awareness And Connection Stage,Stimulate early auditory recognition.,montessori_creative,Responds to caregiver humming,Hum a gentle tune near baby’s ear and watch reactions.
1,Awareness And Connection Stage,Promote hand-eye coordination.,montessori_creative,Follows soft moving toys with eyes,Gently move a soft plush toy side-to-side above baby’s hands.
1,Awareness And Connection Stage,Encourage tactile exploration.,montessori_creative,Touches and grasps soft fabric or cloth,Place different textures near baby’s fingers during supervised play.
1,Awareness And Connection Stage,Introduce rhythmic awareness.,montessori_creative,Responds to gentle tapping or clapping,Lightly tap rhythm on table or clap softly near baby.
1,Awareness And Connection Stage,Encourage early interaction with soft toys.,montessori_creative,Reaches toward dangling soft toy briefly,Hang a small plush toy at eye level during tummy time.
1,Awareness And Connection Stage,Promote visual tracking with movement.,montessori_creative,Follows slowly moving contrasting shapes,Move a black-and-white card or object horizontally in front of baby.
1,Awareness And Connection Stage,Encourage auditory curiosity and bonding.,montessori_creative,Calms when familiar songs are sung,Sing a familiar lullaby consistently during feeding or nap times.
1,Awareness And Connection Stage,Introduce early sensory contrast.,montessori_creative,Touches both soft and slightly firmer textures,Let baby feel a plush cloth and a slightly firmer soft toy under supervision.
1,Awareness And Connection Stage,Promote gentle movement awareness.,montessori_creative,Responds positively to gentle swaying or rocking,Hold baby securely and sway slowly while making eye contact and humming.
2,Interaction And Movement Stage,Strengthen visual tracking of objects.,sensory_cognitive,Follows slow-moving toys or hands with eyes,Hold a colorful toy and move it slowly from left to right while baby tracks it.
2,Interaction And Movement Stage,Recognize familiar faces.,sensory_cognitive,Smiles or calms when seeing caregiver,Hold baby at eye level and smile while talking softly.
2,Interaction And Movement Stage,Encourage auditory awareness.,sensory_cognitive,Turns head toward familiar voices,Call baby’s name gently or speak familiar phrases and watch head movement.
2,Interaction And Movement Stage,Introduce basic object recognition.,sensory_cognitive,Shows interest in contrasting shapes,"Hold high-contrast shapes (circle, square) near baby during play."
2,Interaction And Movement Stage,Encourage tactile exploration.,sensory_cognitive,"Touches different textures (soft, smooth)",Let baby feel a soft toy and a smooth cloth alternately.
2,Interaction And Movement Stage,Stimulate auditory curiosity.,sensory_cognitive,Responds to gentle rattle or bell sounds,Shake a soft rattle near baby and pause to observe reaction.
2,Interaction And Movement Stage,Encourage eye-hand coordination.,sensory_cognitive,Watches hands or toys moving in front of face,Move baby’s hands slowly and watch eye tracking.
2,Interaction And Movement Stage,Introduce early pattern recognition.,sensory_cognitive,Shows interest in patterned cloth or cards,Present patterned cloth slowly and observe attention.
2,Interaction And Movement Stage,Develop auditory discrimination.,sensory_cognitive,Looks toward direction of sound source,Play soft sounds from left or right and see which direction baby turns.
2,Interaction And Movement Stage,Strengthen sensory integration.,sensory_cognitive,Combines visual and auditory cues,"Move a small toy while making soft sounds, encouraging baby to notice both."
2,Interaction And Movement Stage,Encourage facial recognition.,sensory_cognitive,Looks at faces for longer periods,Hold baby at eye level and make gentle facial expressions to engage attention.
2,Interaction And Movement Stage,Develop interest in objects.,sensory_cognitive,Reaches out visually toward colorful objects,Place a bright toy slightly within reach and watch baby’s gaze and hand movement.
2,Interaction And Movement Stage,Encourage auditory alertness.,sensory_cognitive,Turns head toward unexpected sounds,Gently clap hands or use a soft bell on either side of baby.
2,Interaction And Movement Stage,Build sensory awareness through touch.,sensory_cognitive,Reacts to different textures against skin,"Let baby touch a soft cloth, a silky scarf, and a textured toy alternately."
2,Interaction And Movement Stage,Encourage visual tracking skills.,sensory_cognitive,Follows moving fingers or small objects,Move a finger slowly in front of baby’s eyes and encourage tracking.
2,Interaction And Movement Stage,Introduce early sound-object association.,sensory_cognitive,Associates familiar sounds with objects or people,Shake a rattle near a toy and see if baby looks toward the toy when sound occurs.
2,Interaction And Movement Stage,Enhance visual contrast sensitivity.,sensory_cognitive,Notices bold patterns and shapes,Show black-and-white or high-contrast patterned cards slowly to capture attention.
