age_group,environment,topic,scenario,safety_category,response_guidance,learning_goal,emotional_tone,message_style,trusted_action,complexity_level,reviewed_by
4–5,Home,Household Safety,You see a basket of laundry near the stairs and want to climb to reach it.,Fall + Trip hazard,Do not climb stairs with objects around.,Learn that climbing near obstacles can be risky.,Gentle,Story,Ask an adult to move items safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a glass of water on the edge of a counter near a plugged-in toaster.,Electrical + Spill hazard,Do not touch or move items near electricity.,Learn that liquids near electricity are dangerous.,Calm,Story,Ask an adult to move items safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,"You notice a candle on the table, a pet nearby, and a toy on the floor.",Fire + Trip + Pet hazard,Do not touch or play near the candle.,Learn that multiple risks together are more dangerous.,Gentle,Story,Ask an adult to make the area safe.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a chair near a stove and a hot pan on it.,Burn + Fall hazard,Do not climb near the stove.,Understand that climbing near hot surfaces is dangerous.,Calm,Rule chart,Ask an adult to move the pan safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a bottle of detergent near a sink with water spilled around.,Poison + Slip hazard,Do not touch or move detergent alone.,Learn that chemicals and slippery surfaces together are dangerous.,Gentle,Story,Ask an adult to clean and store items safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a chair near a heater and a small toy on the floor.,Burn + Trip hazard,Do not climb or play near the heater.,Understand that hot appliances and obstacles together increase risk.,Gentle,Story,Ask an adult to make the area safe.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You notice a plugged-in toaster and a glass of water nearby.,Electrical + Spill hazard,Do not touch the toaster or move water near it.,Learn that liquids near electricity are dangerous.,Calm,Story,Ask an adult to move items safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,"You see a candle on a table, a pet nearby, and a chair close to it.",Fire + Pet + Fall hazard,Do not touch or play near the candle.,Learn that fire combined with pets and climbing increases danger.,Comforting,Story,Ask an adult to secure the area.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,"You see a wet floor, a plugged-in hairdryer, and a small stool nearby.",Slip + Electrical + Fall hazard,Do not touch electrical items or climb on furniture near wet floors.,Understand that combined hazards can be very dangerous.,Gentle,Rule chart,Ask an adult to clean and organize the area safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You notice a basket of laundry near stairs and a small toy on the edge.,Trip + Fall hazard,Do not climb or step over obstacles near stairs.,Learn that clutter near stairs increases fall risk.,Calm,Story,Ask an adult to clear obstacles.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,"You see a kettle on the stove and a chair nearby, with toys scattered on the floor.",Burn + Fall + Trip hazard,Do not climb or play near hot objects.,Understand that multiple hazards together increase risk.,Gentle,Story,Ask an adult to handle the kettle and clean up safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,"You notice a power strip on the floor, a spilled drink nearby, and a small toy.",Electrical + Spill + Trip hazard,Do not touch cords or liquids and avoid running near obstacles.,"Learn that electricity, liquids, and objects together are dangerous.",Gentle,Rule chart,Ask an adult to organize and clean the area.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a candle near a bottle of alcohol and a small toy on the floor.,Fire + Poison + Trip hazard,Do not touch any items.,Learn that multiple risks together increase danger.,Calm,Story,Ask an adult to secure the area safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You notice a hot iron on a table near a chair and toys scattered around.,Burn + Trip + Fall hazard,Do not touch the iron or climb nearby.,"Understand that heat, obstacles, and climbing together are dangerous.",Gentle,Story,Ask an adult to move the iron and clean the area.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,"You see a hot pan on the stove, a chair nearby, and spilled water on the floor.",Burn + Fall + Slip hazard,Do not climb or step near hot surfaces or water.,Learn that multiple hazards can cause serious injury.,Calm,Story,Ask an adult to clean and handle hot items safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You notice a candle near a pet and a power strip on the floor.,Fire + Pet + Electrical hazard,Do not touch or play near any of these items.,Learn that combining hazards can be dangerous.,Gentle,Rule chart,Ask an adult to secure all items safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a spilled drink near the stove and a chair next to it.,Slip + Burn + Fall hazard,Do not approach or climb near hot surfaces and spills.,Understand that combined hazards increase risk of injury.,Calm,Story,Ask an adult to clean and make the area safe.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,"You see a hot cup of tea on the table, a chair nearby, and toys on the floor.",Burn + Trip + Fall hazard,Do not climb or reach for the cup alone.,Understand that hot drinks and obstacles together can be dangerous.,Gentle,Story,Ask an adult to move the cup safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You notice a washing machine door open and water on the floor with toys nearby.,Drowning/Slip + Trip hazard,Do not touch the water or reach inside the machine.,Learn that water and machines can be dangerous together.,Calm,Story,Ask an adult to clean and close the washing machine safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a plugged-in toaster with crumbs around and a chair nearby.,Electrical + Trip hazard,Do not touch the toaster or climb near it.,Understand that electricity and obstacles together are risky.,Gentle,Rule chart,Ask an adult to clean and handle the toaster safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You notice a candle on a table near a window with the curtains hanging.,Fire + Trip hazard,Do not touch the candle or pull curtains.,Learn that fire near fabrics can spread quickly.,Calm,Story,Ask an adult to move the candle safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a spilled detergent bottle near the sink and a stool nearby.,Poison + Slip + Fall hazard,Do not touch detergent or climb nearby.,Understand that chemicals and slippery surfaces are dangerous together.,Gentle,Rule chart,Ask an adult to clean and store detergent safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a hot pan on the stove and a small stool placed to reach it.,Burn + Fall hazard,Do not climb to reach hot pans.,Learn that climbing near hot objects is dangerous.,Calm,Story,Ask an adult to handle the pan safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You notice a wet floor near a plugged-in iron.,Electrical + Slip hazard,Do not touch the iron or walk on wet floors.,Learn that electricity and water together are very dangerous.,Gentle,Story,Ask an adult to unplug the iron and clean the floor.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You see a candle near a pile of books and a pet walking around.,Fire + Trip + Pet hazard,Do not touch the candle or move around near it.,Understand that multiple hazards together increase danger.,Calm,Story,Ask an adult to secure the area safely.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,You notice a spilled drink near a plugged-in blender and a chair nearby.,Electrical + Slip + Fall hazard,Do not touch the blender or climb near spills.,Learn that combined hazards can cause serious injury.,Gentle,Story,Ask an adult to clean and secure the area.,3,"['Child safety educator', 'Early childhood expert']"
4–5,Home,Household Safety,"You see a hot pan on the counter, a chair nearby, and a pet under the counter.",Burn + Fall + Pet hazard,Do not climb or reach near hot objects.,Understand multiple hazards can be more dangerous together.,Gentle,Story,Ask an adult to handle the pan and move the pet safely.,3,"['Child safety educator', 'Early childhood expert']"
6–8,Home,Household Safety,You see the toaster plugged in and crumbs around it.,Electrical Safety,Do not touch or use the toaster without an adult present.,Understand that electrical appliances can be dangerous.,Calm,Story,Ask an adult to clean and use it safely.,2,"['Child safety educator', 'Early childhood expert']"
6–8,Home,Household Safety,You smell smoke coming from the kitchen.,Fire Safety,Do not try to handle it alone. Alert an adult immediately.,Recognize signs of fire and respond safely.,Urgent but calm,Story,Tell a grown-up right away and move to a safe area.,2,"['Child safety educator', 'Early childhood expert']"
