age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
5-7,Social Studies,"About self, family, and neighbourhood",hard,reasoning,Why is it important to tell the truth at home?,Telling the truth helps everyone trust you.,"['Lying causes problems or hurt feelings.', 'Truth keeps relationships strong and happy.']"
5-7,Social Studies,"About self, family, and neighbourhood",medium,conceptual,How can children help in keeping their neighbourhood clean?,By not littering and picking up trash safely.,"['Clean places look beautiful.', 'Small actions like not throwing waste help the area.']"
5-7,Social Studies,"About self, family, and neighbourhood",hard,reasoning,Why should everyone in a neighbourhood care for each other?,Because caring creates peace and friendship.,"['When people care, they live happily together.', 'It helps solve problems and build trust.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",easy,factual,Who teaches you new things in school?,My teacher teaches me new things in school.,"['Think about who helps you learn in class.', 'Teachers explain lessons and guide students.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",medium,conceptual,Why is a doctor an important helper in our community?,Because doctors help us stay healthy and cure illnesses.,"['Doctors check sick people.', 'They give medicine and advice to stay healthy.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",hard,reasoning,What might happen if there were no police officers?,People might not feel safe and there could be more crimes.,"['Police protect people and stop bad actions.', 'Without them, safety would be hard to keep.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",easy,factual,Who helps us when our house catches fire?,Firefighters help us when there is a fire.,"['Firefighters use water hoses to stop fires.', 'They keep people and homes safe.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",medium,conceptual,How does a postman help people?,A postman delivers letters and parcels to people.,"['Postmen carry mail from one place to another.', 'They help people stay connected.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",hard,reasoning,Why should we respect all community helpers?,Because they work hard to keep our lives safe and comfortable.,"['Helpers do important jobs every day.', 'Respecting them shows gratitude for their service.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",easy,factual,Who keeps our streets clean?,Sweepers and cleaners keep our streets clean.,"['They clean roads and public places.', 'Their work keeps our surroundings healthy.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",medium,conceptual,How does a farmer help everyone?,Farmers grow food for everyone to eat.,"['They plant and harvest crops.', 'Without farmers, there would be no food.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",hard,reasoning,Why is it important to thank people who serve us daily?,Because their work makes our lives easier and better.,"['Helpers like drivers, cleaners, and guards work hard.', 'Thanking them shows we value their effort.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",easy,factual,Who drives the school bus?,The bus driver drives the school bus.,"['Drivers take children safely to and from school.', 'They follow road rules to keep everyone safe.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",medium,conceptual,How do police officers keep us safe?,They catch people who break laws and help in emergencies.,"['Police make sure everyone follows the law.', 'They protect people and property from harm.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",hard,reasoning,Why do we need different types of helpers in our community?,Because everyone has different jobs that together meet our needs.,"['No one can do all jobs alone.', 'Different helpers perform special roles for society to run well.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",easy,factual,Who brings letters and parcels to your home?,The postman brings letters and parcels.,"['Postmen deliver mail daily.', 'They connect people living far apart.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",medium,conceptual,How do nurses help doctors?,They take care of patients and assist doctors during treatment.,"['Nurses give medicines and check patients.', 'They help doctors in hospitals every day.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",hard,reasoning,What might happen if no one collected our garbage?,Garbage would pile up and make people sick.,"['Cleaners keep our area free from waste.', 'Without them, it would cause bad smells and diseases.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",easy,factual,Who protects people and catches thieves?,Police officers protect people and catch thieves.,"['Police keep law and order.', 'They make our community safe.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",medium,conceptual,Why do we call teachers ‘nation builders’?,Because they shape children’s minds and build the future.,"['Teachers help students learn and grow.', 'Educated children become good citizens.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",hard,reasoning,How would life be different without community helpers?,"Life would be difficult because we depend on them for safety, food, and services.","['Helpers do essential work every day.', 'Without them, society cannot function smoothly.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",easy,factual,Who grows vegetables and fruits for us?,Farmers grow vegetables and fruits for us.,"['Farmers work on farms to grow food.', 'They are important for everyone’s meals.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",medium,conceptual,What can you do to show respect to helpers around you?,You can thank them and speak kindly to them.,"['Respect makes helpers feel valued.', 'Small kind actions make a big difference.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",easy,factual,Who helps put out fires in buildings?,Firefighters help put out fires in buildings.,"['Firefighters use hoses and trucks to stop fires.', 'They save people and protect homes.']"
5-7,Social Studies,"Community helpers (teachers, doctors, police, etc.)",medium,conceptual,Why do nurses wear uniforms?,So people can easily know they work in hospitals.,"['Uniforms help us identify helpers quickly.', 'It also keeps them clean and professional.']"
