age_month,domain,parent_learning_goal,skill_name,why_it_matters,how_to_teach,parent_dos,parent_donts,parent_tip
3,feeding & nutrition,Maintain feeding comfort as baby grows stronger.,Adjusting arm and body support during feeds,Improves comfort and alignment.,Support baby’s upper body while allowing slight movement.,['Provide steady support'],['Restrict movement completely'],Comfort improves feeding quality.
3,sleep & bedtime safety,Reduce night wakings caused by discomfort.,Checking diaper and clothing before sleep,Physical discomfort disrupts sleep.,Ensure diaper is dry and clothing is comfortable before bedtime.,['Check comfort'],['Ignore wet diapers at bedtime'],Comfort supports longer sleep.
3,sleep & bedtime safety,Encourage independent settling.,Allowing brief self-soothing moments,Builds early calming ability.,Pause briefly before intervening when baby fusses lightly.,['Observe calmly'],['Rush in immediately for mild fussing'],Small pauses support learning.
3,hygiene & daily care,Maintain hand cleanliness.,Cleaning baby’s hands regularly,Hands are often in the mouth.,Wipe hands gently during diaper changes or after play.,['Use clean cloth'],['Ignore dirty hands'],Clean hands reduce irritation.
3,hygiene & daily care,Prevent clothing-related irritation.,Choosing drool-resistant fabrics,Constant moisture can irritate skin.,"Use absorbent, breathable fabrics for daily wear.",['Choose soft materials'],['Use rough fabrics'],Fabric choice affects comfort.
3,safety & emergency awareness,Prevent rolling-related falls.,Anticipating rolling during care,Babies may roll unexpectedly.,Keep one hand on baby during dressing or changing.,['Stay hands-on'],['Turn away briefly'],Rolling can happen suddenly.
3,safety & emergency awareness,Maintain toy safety.,Checking toys for loose parts,Loose parts pose choking hazards.,Inspect toys regularly for damage or detachment.,['Inspect toys often'],['Use damaged toys'],Toy safety checks are ongoing.
3,development support,Encourage rolling readiness.,Facilitating side-lying play,Supports rolling skill development.,Place baby briefly on their side during supervised play.,['Supervise closely'],['Force rolling'],Side play builds transitions.
3,parent self-care,Maintain confidence in parenting decisions.,Trusting learned baby cues,Reduces anxiety and second-guessing.,Reflect on what has worked and apply it consistently.,['Trust experience'],['Constantly doubt yourself'],You know your baby best.
3,feeding & nutrition,Support feeding confidence.,Recognizing growth-related hunger changes,Babies may show increased hunger during growth phases.,Notice increased feeding cues over several days and respond calmly.,['Respond to increased cues'],['Assume feeding problems'],Temporary hunger increases are normal.
3,sleep & bedtime safety,Maintain sleep safety with increased movement.,Keeping sleep area clear during rolling phase,Movement increases risk from loose items.,"Remove blankets, pillows, and toys from sleep space.",['Keep crib empty'],['Add soft items'],Clear space keeps sleep safe.
3,hygiene & daily care,Maintain facial skin comfort.,Cleaning face folds gently,Milk and drool can irritate skin folds.,Wipe face folds gently with a damp cloth and pat dry.,['Dry thoroughly'],['Rub harshly'],Gentle cleaning prevents irritation.
3,safety & emergency awareness,Improve safety awareness during outings.,Checking temperature before outdoor trips,Babies are sensitive to temperature changes.,Feel baby’s chest and adjust clothing before leaving home.,['Dress for weather'],['Rely only on adult comfort'],Chest warmth is a good guide.
3,development support,Encourage early communication skills.,Responding to varied vocal tones,Supports expressive language development.,Imitate baby’s sounds using different tones and pauses.,['Pause and respond'],['Talk over baby'],Tone variety builds communication.
3,parental teamwork,Maintain balanced family routines.,Reviewing caregiving plans together,Needs change as baby grows.,Have regular check-ins to adjust routines and responsibilities.,['Review plans regularly'],['Stick rigidly to old routines'],Flexibility keeps teamwork strong.
4,feeding & nutrition,Safely continue milk-based nutrition.,Recognizing hunger versus fullness cues,Understanding cues prevents overfeeding or underfeeding.,"Watch for opening mouth and sucking motions for hunger, turning away for fullness.",['Observe baby cues carefully'],['Force baby to finish feeds'],Baby cues guide feeding better than schedules.
4,feeding & nutrition,Reduce choking risks during feeding.,Maintaining correct feeding posture,Proper posture lowers choking and reflux risk.,Hold baby upright with head well supported during feeds.,['Support head and neck'],['Feed baby while lying flat'],Upright feeding supports safe swallowing.
4,sleep & bedtime routines,Support healthy daytime naps.,Balancing short naps with wake windows,Appropriate naps prevent overtiredness.,Offer naps after 1.5–2 hours of awake time.,['Track awake time'],['Keep baby awake too long'],Well-timed naps improve night sleep.
4,sleep & bedtime routines,Maintain safe sleep practices.,Continuing back-sleep positioning,Back sleeping reduces SIDS risk.,Always place baby on their back for sleep.,['Use a firm mattress'],['Place baby on stomach to sleep'],Back to sleep every time.
4,hygiene & daily care,Keep baby clean and comfortable.,Establishing a regular bathing routine,Routine baths promote comfort and hygiene.,Bathe baby at the same time of day using warm water.,['Use mild baby cleanser'],['Over-bathe baby'],Consistency keeps baby relaxed.
4,safety & emergency awareness,Prevent choking incidents.,Choosing age-appropriate toys,Small objects pose choking hazards.,Select toys larger than baby’s mouth with smooth edges.,['Check toy size regularly'],['Offer small detachable parts'],"If it fits in the mouth, it’s unsafe."
4,emotional & social care,Support early social engagement.,Encouraging reciprocal interaction,Back-and-forth interaction builds social skills.,Pause after baby sounds and respond gently.,['Make eye contact'],['Interrupt baby vocalizations'],Conversation starts before words.
4,development support,Strengthen upper body muscles.,Increasing supervised tummy time,Tummy time supports motor development.,Place baby on tummy several short sessions daily.,['Stay close and encourage'],['Leave baby unattended'],"Short, frequent sessions work best."
4,parent self-care,Maintain emotional well-being.,Recognizing early burnout signs,Burnout affects parenting quality.,Notice constant exhaustion or irritability and seek support.,['Talk openly about stress'],['Ignore emotional fatigue'],Your health matters too.
4,parental teamwork,Balance shared caregiving responsibilities.,Rotating daily baby-care tasks,Shared duties reduce stress on one parent.,"Alternate feeding, play, and soothing roles.",['Communicate daily plans'],['Assume one parent handles everything'],Teamwork keeps caregiving sustainable.
4,feeding & nutrition,Introduce solids safely when appropriate.,Starting spoon-feeding with smooth purees,Smooth textures reduce choking risk during early feeding.,Use a small spoon and offer thin purees in small amounts.,['Use soft-tipped spoons'],['Offer lumpy or chunky foods'],Texture matters more than quantity.
4,feeding & nutrition,Monitor baby’s reaction to new foods.,Watching for early food allergy signs,Early detection helps prevent serious reactions.,"Observe skin, digestion, and breathing after new foods.",['Introduce foods during daytime'],['Ignore rashes or vomiting'],"When unsure, pause and observe."
4,sleep & bedtime routines,Reduce bedtime resistance.,Calming baby before sleep time,Calm babies fall asleep more easily.,"Use quiet voices, dim lights, and gentle rocking.",['Lower stimulation'],['Play actively before sleep'],Calm input leads to calm sleep.
4,sleep & bedtime routines,Handle night waking effectively.,Responding calmly to night awakenings,Calm responses prevent full wake-ups.,Soothe quietly without turning on bright lights.,['Keep voice soft'],['Fully engage baby at night'],"Night is for reassurance, not play."
4,hygiene & daily care,Maintain scalp and hair cleanliness.,Practicing gentle hair washing,Harsh washing can irritate sensitive skin.,Use mild baby shampoo and rinse gently.,['Support head securely'],['Use adult hair products'],Gentle care keeps scalp healthy.
4,hygiene & daily care,Prevent diaper-related discomfort.,Reducing diaper rash through routine care,Moisture and friction cause irritation.,Change diapers promptly and allow brief air exposure.,['Apply barrier cream'],['Leave wet diapers on'],Dry skin prevents rashes.
4,safety & emergency awareness,Improve everyday handling safety.,Using safe changing-table practices,Falls can happen within seconds.,Prepare supplies in advance and keep baby secured.,['Keep one hand on baby'],['Step away during changes'],Preparation prevents accidents.
4,emotional & social care,Prevent sensory overload.,Soothing overstimulated baby,Too much stimulation causes distress.,Move baby to a quiet space and hold calmly.,['Reduce noise and light'],['Add more stimulation'],Less input restores calm.
